관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
41285-00061,식사근린1(어침이),근린공원,,경기도 고양시 일산동구 식사동 1478,37.68539245,126.8122132,25004,실내다목적체육관+체력단련시설,그네+시소+조합놀이대+흔들말,화장실,,,2005-08-24,경기도 고양시 푸른도시사업소,031-8075-4337,2022-09-17,3940000,경기도 고양시
41285-00062,식사어린이1(상상),어린이공원,경기도 고양시 일산동구 위시티로 18,경기도 고양시 일산동구 식사동 1588번지,37.67456234,126.8075159,2605,,조합놀이대+흔들놀이기구,,,,2005-08-24,경기도 고양시 일산동구청,031-8075-6263,2022-09-17,3940000,경기도 고양시
41285-00063,식사어린이2(식사숲속),어린이공원,,경기도 고양시 일산동구 식사동 1496,37.68095775,126.8149843,2605,,흔들놀이기구+기타,,,,2005-08-24,경기도 고양시 일산동구청,031-8075-6263,2022-09-17,3940000,경기도 고양시
41285-00064,식사어린이3(바람놀이),어린이공원,,경기도 고양시 일산동구 식사동 1509,37.68185273,126.8112637,2600,,조합놀이대+건너는기구+흔들놀이기구+미끄럼틀,화장실,,,2005-08-24,경기도 고양시 일산동구청,031-8075-6263,2022-09-17,3940000,경기도 고양시
41285-00065,식사어린이4(과학),어린이공원,,경기도 고양시 일산동구 식사동 1502,37.68062413,126.8148151,2600,,조합놀이대+그네+흔들놀이기구+미끄럼틀,,,,2005-08-24,경기도 고양시 일산동구청,031-8075-6263,2022-09-17,3940000,경기도 고양시
41285-00066,식사어린이5(올림푸스놀이),어린이공원,,경기도 고양시 일산동구 식사동 1511,37.68293348,126.8224274,5210,,조합놀이대+건너는기구+흔들놀이기구+미끄럼틀,화장실,,,2005-08-24,경기도 고양시 일산동구청,031-8075-6263,2022-09-17,3940000,경기도 고양시
41285-00067,식사어린이6(저현),어린이공원,,경기도 고양시 일산동구 식사동 1566,37.67170877,126.8118225,2600,,조합놀이대+그네+흔들놀이기구+미끄럼틀,,,,2005-08-24,경기도 고양시 일산동구청,031-8075-6263,2022-09-17,3940000,경기도 고양시
48330-00133,배일봉1공원,소공원,,경상남도 양산시 용당동 1218-3,35.43337898,129.1958811,2274,체력단련시설,,파고라,,"조경시설,산책로",2014-09-04,경상남도 양산시,055-392-6212,2022-09-23,5380000,경상남도 양산시
48330-00134,배일봉2공원,소공원,,경상남도 양산시 용당동 1219-3,35.43281435,129.1931373,3247,체력단련시설,,파고라,,"조경시설,산책로",2014-09-04,경상남도 양산시,055-392-6212,2022-09-23,5380000,경상남도 양산시
48330-00135,주남1소공원,소공원,,경상남도 양산시 주남동 1120,35.42520322,129.1576236,916,체력단련시설,,파고라,,"조경시설,산책로",2014-12-26,경상남도 양산시,055-392-6212,2022-09-23,5380000,경상남도 양산시
48330-00136,주남2소공원,소공원,,경상남도 양산시 주남동 1121,35.42523892,129.1566285,2438,체력단련시설,,파고라,,"조경시설,산책로",2014-12-26,경상남도 양산시,055-392-6212,2022-09-23,5380000,경상남도 양산시
48330-00137,대바웃골,소공원,,경상남도 양산시 상북면 석계리 1131-7,35.40812672,129.0781981,1650,체력단련시설,,파고라,,"조경시설,산책로",2015-01-29,경상남도 양산시,055-392-3184,2022-09-23,5380000,경상남도 양산시
48330-00138,팥밭골,소공원,,경상남도 양산시 상북면 석계리 1133-2,35.40905027,129.0752316,2250,,,,,"조경시설,산책로",2015-01-29,경상남도 양산시,055-392-3184,2022-09-23,5380000,경상남도 양산시
48330-00139,봉수대근린공원,근린공원,경상남도 양산시 상북면 석계산단1길 86,경상남도 양산시 상북면 석계리 1119-1,35.41438048,129.0705343,11160,"체력단련시설, 다목적구장",,"화장실,파고라",,"조경시설,산책로",2015-01-29,경상남도 양산시,055-392-3182,2022-09-23,5380000,경상남도 양산시
48330-00140,10호 근린공원(10-C),근린공원,,경상남도 양산시 물금읍 증산리 1831,35.30386131,129.0095429,285.7,,,,,"조경시설,산책로",2015-12-20,경상남도 양산시,055-392-3182,2022-09-23,5380000,경상남도 양산시
42170-00006,묵호3호소공원,소공원,,강원도 동해시 묵호진동 2-297,37.55313182,129.1187571,17502,,,,,,2018-06-29,동해시청 녹지과,033-539-8852,2022-10-16,4210000,강원도 동해시
42170-00011,단봉3호공원,어린이공원,,강원도 동해시 구미동 591,37.47779218,129.1283743,2392,,,,,,1991-04-15,동해시청 녹지과,033-539-8852,2022-10-16,4210000,강원도 동해시
42170-00022,어달2호공원,어린이공원,,강원도 동해시 어달동16-82,37.5591692,129.1121308,1490,,,,,,1987-04-11,동해시청 녹지과,033-539-8852,2022-10-16,4210000,강원도 동해시
42170-00036,천곡14호공원,어린이공원,,강원도 동해시 천곡동996,37.51339078,129.1181346,2384,,,,,,1986-12-30,동해시청 녹지과,033-539-8852,2022-10-16,4210000,강원도 동해시
42170-00049,발한공원,근린공원,,강원도 동해시 발한동241-9,37.54822422,129.1058569,17507,,,,,,1968-08-06,동해시청 녹지과,033-539-8852,2022-10-16,4210000,강원도 동해시
42760-00001,평창공원,근린공원,강원도 평창군 평창읍 노람들1길 61-4,강원도 평창군 평창읍 중리 산11-1,37.37249302,128.4046945,642327,국궁장+체력단련시설,,전망데크+산책로+음수전+주차장,현충탑,,1927-12-30,강원도 평창군청,033-330-2455,2022-09-29,4280000,강원도 평창군
42760-00002,대화공원,근린공원,강원도 평창군 대화면 남산2길 43-3,강원도 평창군 대화면 대화리 406,37.50166535,128.4588378,104992,체력단련시설,,전망데크+산책로+파고라,,,1927-12-30,강원도 평창군청,033-330-2455,2022-09-29,4280000,강원도 평창군
42760-00004,가산문화근린공원,근린공원,강원도 평창군 봉평면 기풍3길 6,강원도 평창군 봉평면 창동리 408-1,37.61431017,128.3755397,4454,,,음수전,기념비+동상,,1996-03-06,강원도 평창군청,033-330-2455,2022-09-29,4280000,강원도 평창군
42760-00005,진부공원,근린공원,강원도 평창군 진부면 석두산3길 6-13,강원도 평창군 진부면 하진부리 산16,37.64061605,128.5591336,108639,체력단련시설,,전망데크+산책로+파고라,위령비,,1927-12-30,강원도 평창군청,033-330-2455,2022-09-29,4280000,강원도 평창군
42760-00007,올림픽빌리지공원,근린공원,,강원도 평창군 대관령면 수하리 145-1,37.65914439,128.6977261,24158,체력단련시설+다목적운동장,,,,,2015-10-08,강원도 평창군청,033-330-2455,2022-09-29,4280000,강원도 평창군
42760-00008,중리공원,어린이공원,,강원도 평창군 평창읍 중리 249,37.36956698,128.4017197,2178,,,음수전+파고라,,,1986-06-09,강원도 평창군청,033-330-2455,2022-09-29,4280000,강원도 평창군
11500-00104,원당,어린이공원,,서울특별시 강서구 내발산동 650,37.557413,126.842084,992,,,,,,,서울특별시 강서구청,02-2600-4181,2022-03-16,3150000,서울특별시 강서구
11500-00105,가곡,어린이공원,,서울특별시 강서구 내발산동 657-2,37.555964,126.837765,2747.9,,,,,,,서울특별시 강서구청,02-2600-4181,2022-03-16,3150000,서울특별시 강서구
11500-00106,꿈빛,어린이공원,,서울특별시 강서구 내발산동 657-3,37.556117,126.840003,1500,,,,,,,서울특별시 강서구청,02-2600-4181,2022-03-16,3150000,서울특별시 강서구
11500-00107,활주로,어린이공원,,서울특별시 강서구 공항동1341,37.554197,126.815978,2116.4,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00108,다솔,어린이공원,,서울특별시 강서구 공항동1361,37.554534,126.818395,2492.7,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00109,장미,어린이공원,,서울특별시 강서구 공항동668,37.556809,126.813805,1661.5,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00110,송정,어린이공원,,서울특별시 강서구 공항동42-11,37.560635,126.811276,397,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00111,쌈지,어린이공원,,서울특별시 강서구 방화동 266-24,37.571198,126.815041,3973,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00112,개나리,어린이공원,,서울특별시 강서구 방화동 569-14,37.573113,126.812217,252,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00113,긴등,어린이공원,,서울특별시 강서구 방화동 247-201,37.567986,126.816214,253,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00114,문성,어린이공원,,서울특별시 강서구 방화동 608-112,37.564839,126.815435,254,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00115,새싹,어린이공원,,서울특별시 강서구 방화동 448-5,37.574806,126.812748,334,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00116,도레미,어린이공원,,서울특별시 강서구 방화동 184-66,37.571792,126.819136,6649,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00117,들꽃,어린이공원,,서울특별시 강서구 방화동 890-1,37.570583,126.821181,705,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00118,봉선화,어린이공원,,서울특별시 강서구 방화동 645-13,37.566522,126.806987,552,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00119,민들레,어린이공원,,서울특별시 강서구 방화동 648-13,37.567221,126.806731,589,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00120,내촌,어린이공원,,서울특별시 강서구 방화동 551-26,37.570073,126.808687,1149,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00121,신대부석,어린이공원,,서울특별시 강서구 방화동 411,37.583724,126.816494,1132,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00122,목련,어린이공원,,서울특별시 강서구 방화동 616-1,37.564958,126.807825,251,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00123,샛별,어린이공원,,서울특별시 강서구 방화동 558,37.572699,126.809466,294,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00124,새싹,어린이공원,,서울특별시 강서구 방화동 583,37.569485,126.809344,4939,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00125,은하수,어린이공원,,서울특별시 강서구 방화동 853,37.570621,126.806422,3825.8,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00126,능말,어린이공원,,서울특별시 강서구 방화동 815,37.577955,126.810583,1520.7,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00127,메아리,어린이공원,,서울특별시 강서구 방화동 826,37.578615,126.814415,1511.6,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00128,느티,어린이공원,,서울특별시 강서구 방화동 799,37.579358,126.810313,1512.9,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00129,돌샘,어린이공원,,서울특별시 강서구 방화동 837,37.576054,126.818793,1500.3,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00130,꿈나무,어린이공원,,서울특별시 강서구 방화동 840,37.575238,126.818941,1500.2,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00131,개화,어린이공원,,서울특별시 강서구 방화동 818,37.580248,126.812534,1512.2,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
11500-00132,긴등마을,어린이공원,,서울특별시 강서구 공항동 4-36,37.563075,126.818681,1645.3,,,,,,,서울특별시 강서구청,02-2600-4183,2022-03-16,3150000,서울특별시 강서구
46880-00072,남평문화공원,소공원,,전라남도 장성군 동화면 남평리1068,35.27455403,126.7289176,3525,,,,,,2006-02-03,전라남도 장성군청,061-390-7429,2022-12-01,4980000,전라남도 장성군
46880-00073,남평공원,체육공원,,전라남도 장성군 동화면 남평리 1059-2,35.27389023,126.7317369,15959,,,,,,2006-02-03,전라남도 장성군청,061-390-7429,2022-12-01,4980000,전라남도 장성군
46880-00095,장산1호,소공원,,전라남도 장성군 황룡면 장산리 731,35.29528732,126.7716348,466,,,,,,2008-01-02,전라남도 장성군청,061-390-7429,2022-12-01,4980000,전라남도 장성군
46880-00096,장산2호공원,소공원,,전라남도 장성군 황룡면 장산리 682-5,35.29578264,126.7674396,424,,,,,,2008-01-02,전라남도 장성군청,061-390-7429,2022-12-01,4980000,전라남도 장성군
46880-00097,장산공원,근린공원,,전라남도 장성군 황룡면 장산리 697-1,35.29559337,126.7694446,11195,,,,,,2008-05-02,전라남도 장성군청,061-390-7429,2022-12-01,4980000,전라남도 장성군
46880-00098,유평3공원,소공원,,전라남도 장성군 삼서면 유평리 760-9,35.24940093,126.627693,942,,,,,,2010-03-26,전라남도 장성군청,061-390-7429,2022-12-01,4980000,전라남도 장성군
46880-00099,유평4공원,소공원,,전라남도 장성군 삼서면 유평리759-1,35.25022514,126.6291484,1761,,,,,,2010-03-26,전라남도 장성군청,061-390-7429,2022-12-01,4980000,전라남도 장성군
46880-00100,유평5공원,소공원,,전라남도 장성군 삼서면 유평리760-9,35.24940093,126.627693,826,,,,,,2010-03-26,전라남도 장성군청,061-390-7429,2022-12-01,4980000,전라남도 장성군
46880-00101,유평1공원,문화공원,,전라남도 장성군 삼서면 유평리 762-6,35.24860944,126.6292885,5377,,,,,,2010-03-26,전라남도 장성군청,061-390-7429,2022-12-01,4980000,전라남도 장성군
46880-00102,유평2공원,체육공원,,전라남도 장성군 삼서면 유평리 166-1,35.2464262,126.6275252,6750,,,,,,2010-03-26,전라남도 장성군청,061-390-7429,2022-12-01,4980000,전라남도 장성군
46880-00104,유평지구농어촌테마공원,문화공원,,전라남도 장성군 삼서면 유평리 349-1 외 72필,35.2462895,126.6297821,52585,,,,,,2011-11-04,전라남도 장성군청,061-390-7429,2022-12-01,4980000,전라남도 장성군
